CustomerID,Value,Frequency,AVG_Basket,cat_Contenants,cat_Objets artistiques,cat_Objets de creation,cat_autres,country_France,country_Germany,country_Other_country,country_United Kingdom,label
12409,6207.079999999999,1,6207.079999999999,0,1,0,0,0,0,1,0,4
12410,681.0799999999999,3,227.02666666666664,0,0,1,0,0,0,1,0,4
12412,514.5,1,514.5,1,0,0,0,0,0,1,0,4
12413,415.3,2,207.65,0,1,0,0,1,0,0,0,3
12414,153.76,1,153.76,0,1,0,0,0,0,1,0,4
12415,7092.979999999998,2,3546.489999999999,0,1,0,0,0,0,1,0,4
12417,259.39,2,129.695,0,1,0,0,0,0,1,0,4
12418,668.5799999999997,1,668.5799999999997,0,1,0,0,0,0,1,0,4
12420,600.3900000000001,1,600.3900000000001,1,0,0,0,0,0,1,0,4
12421,157.45000000000002,1,157.45000000000002,0,0,1,0,0,0,1,0,4
12422,238.5,1,238.5,0,1,0,0,0,0,1,0,4
12423,237.93,1,237.93,0,0,1,0,0,0,1,0,4
12424,1760.9599999999996,2,880.4800000000001,0,1,0,0,0,0,1,0,4
12425,777.1999999999999,1,777.1999999999999,0,1,0,0,0,0,1,0,4
12426,582.7299999999999,1,582.7299999999999,0,1,0,0,0,0,1,0,4
12427,246.55000000000007,2,123.27500000000003,0,1,0,0,0,1,0,0,2
12428,5366.219999999998,5,1073.244,0,1,0,0,0,1,0,0,2
12429,1281.5,1,1281.5,1,0,0,0,0,0,1,0,4
12430,256.4,1,256.4,0,1,0,0,0,0,1,0,4
12431,773.9499999999999,2,386.975,0,0,1,0,0,0,1,0,4
12432,4016.6600000000008,3,1338.8866666666668,0,1,0,0,0,0,1,0,4
12433,3787.1199999999994,2,1893.5600000000004,0,0,1,0,0,0,1,0,4
12434,-27.75,1,-27.75,0,1,0,0,0,0,1,0,4
12435,3978.9899999999993,1,3978.9899999999993,0,0,1,0,0,0,1,0,4
12436,509.00999999999993,1,509.00999999999993,0,1,0,0,0,0,1,0,4
12437,543.2,2,271.6,0,1,0,0,0,0,1,0,4
12438,890.0699999999998,1,890.0699999999998,0,1,0,0,1,0,0,0,3
12441,173.55,1,173.55,0,0,1,0,0,0,1,0,4
12442,172.06,1,172.06,0,1,0,0,1,0,0,0,3
12444,1870.1999999999998,1,1870.1999999999998,0,0,1,0,0,0,1,0,4
12445,133.4,1,133.4,1,0,0,0,0,0,1,0,4
12446,1002.3099999999998,1,1002.3099999999998,0,1,0,0,0,0,1,0,4
12447,476.49,1,476.49,0,1,0,0,0,0,1,0,4
12448,449.4500000000001,1,449.4500000000001,0,1,0,0,0,0,1,0,4
12449,858.93,1,858.93,0,1,0,0,0,0,1,0,4
12450,197.88,2,98.94,1,0,0,0,0,0,1,0,4
12451,2817.51,1,2817.51,0,1,0,0,0,0,1,0,4
12452,428.57000000000005,2,214.28500000000003,0,1,0,0,0,0,1,0,4
12453,707.0899999999999,1,707.0899999999999,0,1,0,0,0,0,1,0,4
12455,1698.8999999999996,2,849.4499999999998,0,1,0,0,0,0,1,0,4
12456,940.1700000000001,1,940.1700000000001,0,1,0,0,0,0,1,0,4
12457,842.35,4,210.5875,0,1,0,0,0,0,1,0,4
12458,441.91999999999996,1,441.91999999999996,0,1,0,0,0,0,1,0,4
12461,626.8800000000001,1,626.8800000000001,0,1,0,0,0,0,1,0,4
12462,741.3099999999997,2,370.655,1,0,0,0,0,0,1,0,4
12463,344.57,2,172.285,0,0,1,0,0,0,1,0,4
12464,213.9,1,213.9,0,0,1,0,0,0,1,0,4
12465,440.94,1,440.94,0,1,0,0,0,0,1,0,4
12468,220.58999999999997,1,220.58999999999997,1,0,0,0,0,0,1,0,4
12471,3556.7100000000005,5,711.3419999999999,1,0,0,0,0,1,0,0,2
12472,1526.0000000000007,2,763.0000000000005,0,1,0,0,0,1,0,0,2
12473,595.7299999999999,3,198.57666666666663,0,0,1,0,0,1,0,0,2
12474,546.0,3,182.0,0,1,0,0,0,1,0,0,2
12475,723.38,1,723.38,0,1,0,0,0,1,0,0,2
12476,677.0299999999999,3,225.67666666666665,0,0,1,0,0,1,0,0,2
12477,2351.75,2,1175.8750000000002,0,1,0,0,0,1,0,0,2
12478,680.9900000000002,1,680.9900000000002,0,1,0,0,0,1,0,0,2
12479,477.3,3,159.1,0,1,0,0,0,0,1,0,4
12480,816.2500000000002,1,816.2500000000002,0,1,0,0,0,1,0,0,2
12481,791.3399999999999,2,395.67,0,0,1,0,0,1,0,0,2
12483,547.56,1,547.56,1,0,0,0,0,1,0,0,2
12484,1138.6700000000005,1,1138.6700000000005,1,0,0,0,0,0,1,0,4
12488,553.39,1,553.39,0,0,1,0,0,0,1,0,4
12489,334.93,1,334.93,0,1,0,0,1,0,0,0,3
12490,864.2199999999998,1,864.2199999999998,0,1,0,0,1,0,0,0,3
12491,460.40000000000003,1,460.40000000000003,0,1,0,0,1,0,0,0,1
12492,126.39,1,126.39,1,0,0,0,1,0,0,0,1
12493,215.54999999999998,1,215.54999999999998,0,0,1,0,0,1,0,0,2
12494,30.749999999999993,2,15.374999999999996,0,1,0,0,1,0,0,0,0
12497,1043.1,1,1043.1,0,1,0,0,1,0,0,0,3
12498,247.24999999999994,1,247.24999999999994,1,0,0,0,0,1,0,0,2
12500,326.93999999999994,1,326.93999999999994,0,1,0,0,0,1,0,0,2
12501,2089.68,2,1044.8399999999997,0,1,0,0,0,1,0,0,2
12502,617.25,1,617.25,1,0,0,0,0,1,0,0,2
12504,114.0,1,114.0,0,0,0,1,0,0,1,0,4
12506,73.50000000000003,1,73.50000000000003,0,0,1,0,0,1,0,0,2
12507,446.15999999999997,1,446.15999999999997,0,1,0,0,1,0,0,0,1
12508,398.27000000000004,2,199.135,0,1,0,0,0,0,1,0,4
12509,176.5,1,176.5,0,1,0,0,1,0,0,0,0
12510,681.0500000000002,1,681.0500000000002,0,1,0,0,1,0,0,0,3
12512,138.03000000000006,2,69.01500000000003,0,1,0,0,0,0,1,0,4
12513,586.7900000000001,1,586.7900000000001,0,0,1,0,0,0,1,0,4
12514,1017.6800000000002,1,1017.6800000000002,1,0,0,0,1,0,0,0,0
12515,383.7,1,383.7,0,1,0,0,0,0,1,0,4
12516,583.2,1,583.2,0,1,0,0,0,0,1,0,4
12517,766.9499999999999,1,766.9499999999999,0,1,0,0,0,1,0,0,2
12518,324.8299999999999,1,324.8299999999999,0,1,0,0,0,1,0,0,2
12519,340.84,1,340.84,1,0,0,0,0,1,0,0,2
12520,1182.2100000000005,2,591.1050000000002,0,1,0,0,0,1,0,0,2
12521,599.6800000000001,1,599.6800000000001,1,0,0,0,0,1,0,0,2
12522,192.72000000000003,2,96.36,1,0,0,0,0,1,0,0,2
12523,102.95,1,102.95,1,0,0,0,0,1,0,0,2
12524,337.39,1,337.39,1,0,0,0,1,0,0,0,3
12526,520.3,1,520.3,0,1,0,0,0,1,0,0,2
12527,132.52,1,132.52,1,0,0,0,0,1,0,0,2
12528,493.53,1,493.53,0,0,1,0,0,1,0,0,2
12530,387.4,1,387.4,0,1,0,0,0,1,0,0,2
12531,125.22000000000001,1,125.22000000000001,1,0,0,0,0,1,0,0,2
12532,349.83,1,349.83,1,0,0,0,0,1,0,0,2
12534,1089.18,1,1089.18,0,1,0,0,1,0,0,0,1
12535,371.4500000000001,1,371.4500000000001,0,1,0,0,0,1,0,0,2
12536,4163.980000000002,4,1040.9950000000003,0,1,0,0,1,0,0,0,3
12538,363.95,1,363.95,0,1,0,0,1,0,0,0,3
12539,1715.849999999999,3,571.9499999999999,1,0,0,0,0,0,1,0,4
12540,881.0099999999999,1,881.0099999999999,0,0,1,0,0,0,1,0,4
12541,312.4,1,312.4,0,1,0,0,0,0,1,0,4
12544,355.7,2,177.85,0,0,1,0,0,0,1,0,4
12545,628.15,1,628.15,0,0,1,0,0,0,1,0,4
12546,740.2,1,740.2,0,0,1,0,0,0,1,0,4
12547,159.4,1,159.4,0,0,1,0,0,0,1,0,4
12548,95.19999999999999,1,95.19999999999999,0,0,1,0,0,0,1,0,4
12550,964.8299999999994,1,964.8299999999994,0,0,1,0,0,0,1,0,4
12551,168.0,1,168.0,0,1,0,0,0,0,1,0,4
12552,437.81999999999994,2,218.90999999999997,0,1,0,0,0,0,1,0,4
12553,664.0100000000001,1,664.0100000000001,0,1,0,0,0,0,1,0,4
12556,312.89999999999986,1,312.89999999999986,0,0,1,0,1,0,0,0,1
12557,620.0,1,620.0,0,0,1,0,0,0,1,0,4
12559,536.2099999999999,2,268.10499999999996,0,0,1,0,0,0,1,0,4
12560,1292.31,1,1292.31,0,0,1,0,0,1,0,0,2
12561,238.85,1,238.85,0,1,0,0,0,1,0,0,2
12562,444.96000000000004,1,444.96000000000004,0,1,0,0,0,1,0,0,2
12564,456.90000000000003,1,456.90000000000003,0,1,0,0,1,0,0,0,3
12565,131.17,2,65.585,1,0,0,0,1,0,0,0,1
12566,346.70000000000005,2,173.35000000000002,0,1,0,0,0,0,1,0,4
12567,1925.8799999999997,2,962.94,0,1,0,0,0,1,0,0,2
12569,772.6999999999997,4,193.17499999999995,1,0,0,0,1,0,0,0,0
12571,248.35,1,248.35,0,1,0,0,0,1,0,0,2
12572,517.0400000000002,2,258.5200000000001,0,1,0,0,1,0,0,0,0
12573,160.54,1,160.54,1,0,0,0,0,1,0,0,2
12574,218.45,1,218.45,1,0,0,0,1,0,0,0,1
12576,266.85,1,266.85,0,0,1,0,1,0,0,0,1
12577,195.89,1,195.89,0,0,1,0,0,0,1,0,4
12578,1601.0099999999995,2,800.5049999999997,0,1,0,0,1,0,0,0,3
12579,410.71999999999997,2,205.35999999999999,0,1,0,0,0,0,1,0,4
12580,415.7,1,415.7,0,1,0,0,1,0,0,0,3
12581,197.70999999999998,1,197.70999999999998,0,0,1,0,0,1,0,0,2
12582,205.15999999999997,1,205.15999999999997,0,0,0,1,0,1,0,0,2
12583,855.86,1,855.86,1,0,0,0,0,0,1,0,4
12584,436.78000000000003,2,218.39000000000001,1,0,0,0,1,0,0,0,1
12585,1206.81,2,603.405,0,1,0,0,0,0,1,0,4
12586,-17.0,1,-17.0,0,1,0,0,0,1,0,0,2
12587,144.0,1,144.0,0,0,0,1,0,0,1,0,4
12588,214.9,1,214.9,0,1,0,0,0,0,1,0,4
12589,131.5,1,131.5,1,0,0,0,0,0,1,0,4
12590,9861.380000000003,3,3287.1266666666684,0,1,0,0,1,0,0,0,4
12591,452.84999999999985,1,452.84999999999985,1,0,0,0,0,1,0,0,2
12592,231.8,1,231.8,0,0,1,0,0,0,1,0,4
12593,236.00000000000003,1,236.00000000000003,1,0,0,0,0,1,0,0,2
12594,341.0,1,341.0,0,1,0,0,1,0,0,0,3
12596,269.95,1,269.95,0,1,0,0,0,0,1,0,4
12597,516.15,1,516.15,0,1,0,0,0,0,1,0,4
12598,700.4600000000002,1,700.4600000000002,0,1,0,0,0,0,1,0,4
12599,312.46000000000004,2,156.23000000000002,0,1,0,0,1,0,0,0,3
12600,256.8,2,128.4,0,0,1,0,1,0,0,0,3
12601,144.26,1,144.26,1,0,0,0,0,1,0,0,2
12602,153.12000000000003,1,153.12000000000003,1,0,0,0,0,1,0,0,2
12603,739.2,1,739.2,0,0,0,1,1,0,0,0,4
12604,178.49999999999997,1,178.49999999999997,0,1,0,0,0,1,0,0,2
12609,287.93,1,287.93,0,0,1,0,1,0,0,0,3
12610,1244.7000000000003,3,414.90000000000003,1,0,0,0,0,1,0,0,2
12611,1193.32,1,1193.32,0,0,1,0,0,0,1,0,4
12612,643.59,2,321.79499999999996,0,1,0,0,0,0,1,0,4
12613,821.6600000000001,2,410.83000000000004,0,1,0,0,0,1,0,0,2
12614,315.59999999999997,1,315.59999999999997,1,0,0,0,0,1,0,0,2
12615,634.7400000000002,1,634.7400000000002,0,1,0,0,0,1,0,0,2
12616,237.35000000000002,2,118.67500000000001,1,0,0,0,1,0,0,0,3
12617,355.5300000000002,1,355.5300000000002,1,0,0,0,1,0,0,0,1
12618,177.31,1,177.31,0,1,0,0,1,0,0,0,0
12619,631.66,2,315.83,0,1,0,0,0,0,1,0,4
12620,561.66,1,561.66,0,1,0,0,0,1,0,0,2
12621,1372.1,3,457.36666666666673,1,0,0,0,1,0,0,0,3
12622,180.1,1,180.1,0,1,0,0,0,1,0,0,2
12623,305.1,1,305.1,0,1,0,0,0,1,0,0,2
12624,299.94,1,299.94,0,1,0,0,0,1,0,0,2
12625,1647.1199999999997,2,823.5599999999997,0,0,1,0,1,0,0,0,3
12626,1098.5500000000002,4,274.63750000000005,0,1,0,0,0,1,0,0,2
12627,1206.1799999999998,2,603.0899999999999,0,1,0,0,0,1,0,0,2
12628,333.64,1,333.64,0,1,0,0,0,1,0,0,2
12630,701.79,1,701.79,1,0,0,0,0,1,0,0,2
12631,640.5000000000002,1,640.5000000000002,1,0,0,0,0,0,1,0,4
12633,1012.82,1,1012.82,0,1,0,0,0,0,1,0,4
12635,683.6399999999998,1,683.6399999999998,1,0,0,0,0,1,0,0,2
12637,1502.03,2,751.015,1,0,0,0,0,1,0,0,2
12638,671.69,1,671.69,1,0,0,0,1,0,0,0,0
12639,486.1,1,486.1,0,1,0,0,0,0,1,0,4
12640,764.5899999999999,1,764.5899999999999,1,0,0,0,0,0,1,0,4
12641,185.9,1,185.9,1,0,0,0,1,0,0,0,0
12642,366.45000000000005,1,366.45000000000005,0,1,0,0,0,0,1,0,4
12643,871.2,1,871.2,0,0,0,1,0,1,0,0,2
12644,477.9100000000001,1,477.9100000000001,0,1,0,0,1,0,0,0,3
12645,369.30000000000007,1,369.30000000000007,0,1,0,0,0,1,0,0,2
12646,731.6899999999999,1,731.6899999999999,0,1,0,0,0,1,0,0,2
12647,1140.6999999999998,5,228.13999999999996,0,1,0,0,0,0,1,0,4
12648,318.05,1,318.05,0,1,0,0,0,1,0,0,2
12649,-19.8,1,-19.8,0,0,1,0,0,1,0,0,2
12650,314.43999999999994,1,314.43999999999994,0,1,0,0,0,1,0,0,2
12651,114.0,1,114.0,0,1,0,0,1,0,0,0,3
12652,914.5299999999997,2,457.2649999999999,1,0,0,0,1,0,0,0,1
12653,779.1,1,779.1,0,0,1,0,1,0,0,0,1
12654,166.60000000000002,1,166.60000000000002,1,0,0,0,0,0,1,0,4
12656,502.94999999999993,2,251.47499999999997,0,1,0,0,0,1,0,0,2
12657,526.9399999999999,1,526.9399999999999,0,0,1,0,1,0,0,0,3
12658,686.0500000000001,1,686.0500000000001,0,1,0,0,1,0,0,0,3
12659,91.67999999999999,1,91.67999999999999,0,1,0,0,0,1,0,0,2
12660,245.09999999999997,1,245.09999999999997,1,0,0,0,1,0,0,0,1
12662,261.48,1,261.48,1,0,0,0,1,0,0,0,3
12664,661.58,1,661.58,0,0,0,1,0,1,0,0,2
12665,61.75,2,30.875,0,0,0,1,0,0,1,0,4
12667,620.1299999999999,1,620.1299999999999,0,1,0,0,0,1,0,0,2
12668,469.87,1,469.87,1,0,0,0,0,0,1,0,4
12669,1136.3000000000002,1,1136.3000000000002,0,0,1,0,0,1,0,0,2
12670,633.05,1,633.05,0,1,0,0,1,0,0,0,3
12672,225.9,1,225.9,0,1,0,0,1,0,0,0,0
12673,220.9,1,220.9,0,0,1,0,1,0,0,0,3
12674,556.74,1,556.74,0,1,0,0,0,1,0,0,2
12676,509.5,1,509.5,0,1,0,0,1,0,0,0,3
12678,221.27999999999997,2,110.64,0,1,0,0,0,0,1,0,4
12679,756.8099999999998,2,378.405,0,1,0,0,1,0,0,0,3
12680,311.78,1,311.78,0,1,0,0,1,0,0,0,3
12681,2118.1100000000006,2,1059.0550000000003,0,0,1,0,1,0,0,0,3
12682,1075.29,2,537.6450000000001,1,0,0,0,1,0,0,0,3
12683,1029.0799999999997,2,514.5399999999998,0,1,0,0,1,0,0,0,3
12684,917.0999999999999,3,305.7,0,0,1,0,1,0,0,0,3
12685,1829.0199999999995,3,609.6733333333333,1,0,0,0,1,0,0,0,0
12686,89.14,1,89.14,0,1,0,0,1,0,0,0,3
12688,4873.810000000005,1,4873.810000000005,0,1,0,0,1,0,0,0,4
12689,511.03000000000014,1,511.03000000000014,1,0,0,0,0,0,1,0,4
12690,389.01,1,389.01,1,0,0,0,1,0,0,0,3
12691,180.0,1,180.0,0,1,0,0,1,0,0,0,3
12693,162.05,1,162.05,0,1,0,0,1,0,0,0,3
12694,439.49999999999994,1,439.49999999999994,0,1,0,0,0,1,0,0,2
12695,89.25,1,89.25,0,1,0,0,1,0,0,0,3
12697,390.50000000000006,1,390.50000000000006,0,1,0,0,1,0,0,0,1
12700,1056.4299999999996,2,528.2149999999998,0,1,0,0,0,0,1,0,4
12701,337.08,1,337.08,0,1,0,0,1,0,0,0,1
12702,219.0,1,219.0,0,0,1,0,0,1,0,0,2
12703,274.69999999999993,2,137.34999999999997,0,1,0,0,0,1,0,0,2
12704,289.56,1,289.56,0,1,0,0,0,1,0,0,2
12705,858.0,1,858.0,1,0,0,0,0,0,1,0,4
12707,603.42,1,603.42,0,0,1,0,0,1,0,0,2
12708,196.44,1,196.44,0,1,0,0,1,0,0,0,3
12709,1315.69,2,657.845,0,1,0,0,0,1,0,0,2
12710,700.5100000000003,2,350.25500000000017,0,1,0,0,0,1,0,0,2
12712,405.87999999999994,3,135.29333333333332,1,0,0,0,0,1,0,0,2
12713,848.5499999999998,1,848.5499999999998,0,1,0,0,0,1,0,0,2
12714,968.3,1,968.3,0,1,0,0,0,1,0,0,2
12715,353.86,1,353.86,0,1,0,0,1,0,0,0,3
12716,677.8999999999995,1,677.8999999999995,0,1,0,0,0,0,1,0,4
12717,609.74,1,609.74,1,0,0,0,1,0,0,0,0
12718,238.25000000000003,1,238.25000000000003,0,0,1,0,0,0,1,0,4
12719,246.75,2,123.375,0,1,0,0,1,0,0,0,1
12720,657.1299999999997,2,328.565,0,1,0,0,1,0,0,0,3
12721,279.34999999999997,2,139.67499999999998,0,1,0,0,0,1,0,0,2
12722,269.02,1,269.02,1,0,0,0,1,0,0,0,1
12723,299.4099999999999,2,149.70499999999996,0,0,1,0,1,0,0,0,0
12724,154.9,1,154.9,1,0,0,0,1,0,0,0,3
12725,427.79999999999995,1,427.79999999999995,1,0,0,0,1,0,0,0,0
12726,170.27999999999997,1,170.27999999999997,0,1,0,0,0,0,1,0,4
12727,514.5,1,514.5,0,0,1,0,1,0,0,0,1
12728,252.53999999999996,1,252.53999999999996,0,0,1,0,1,0,0,0,3
12729,453.01000000000005,1,453.01000000000005,0,1,0,0,1,0,0,0,3
12731,1071.9,1,1071.9,0,1,0,0,1,0,0,0,3
12732,236.26000000000008,1,236.26000000000008,0,1,0,0,1,0,0,0,0
12733,383.95,1,383.95,0,1,0,0,1,0,0,0,3
12734,110.39999999999999,1,110.39999999999999,0,1,0,0,0,0,1,0,4
12735,319.7699999999999,1,319.7699999999999,0,1,0,0,1,0,0,0,1
12736,234.00000000000003,1,234.00000000000003,0,1,0,0,1,0,0,0,0
12738,155.35,1,155.35,0,0,1,0,1,0,0,0,1
12739,1013.0400000000001,2,506.52000000000004,0,1,0,0,0,1,0,0,2
12740,427.59999999999997,1,427.59999999999997,0,1,0,0,0,0,1,0,4
12743,546.4299999999997,2,273.215,0,1,0,0,1,0,0,0,3
12744,2053.07,1,2053.07,0,1,0,0,0,0,1,0,4
12747,706.2700000000001,2,353.135,1,0,0,0,0,0,1,0,4
12748,4117.049999999993,32,128.65781249999998,0,0,1,0,0,0,0,1,3
12749,782.1,2,391.05000000000007,0,1,0,0,0,0,0,1,3
12750,275.88,1,275.88,0,1,0,0,0,0,0,1,3
12752,4366.779999999999,1,4366.779999999999,0,1,0,0,0,0,1,0,4
12753,3488.59,1,3488.59,0,1,0,0,0,0,1,0,4
12754,45.57000000000002,1,45.57000000000002,1,0,0,0,0,0,1,0,4
12755,3794.4,1,3794.4,1,0,0,0,0,0,1,0,4
12756,112.08000000000001,1,112.08000000000001,0,0,1,0,0,0,1,0,4
12757,2387.5299999999997,4,596.8824999999999,0,1,0,0,0,0,1,0,4
12758,1570.1900000000005,1,1570.1900000000005,1,0,0,0,0,0,1,0,4
12759,444.8,1,444.8,0,1,0,0,0,0,1,0,4
12762,1898.5200000000004,2,949.2600000000003,0,0,1,0,0,0,1,0,4
12763,320.08,1,320.08,0,1,0,0,0,0,1,0,4
12764,1693.8800000000003,1,1693.8800000000003,0,0,1,0,0,0,1,0,4
12766,1149.29,1,1149.29,0,1,0,0,0,0,1,0,4
12769,1143.6000000000001,1,1143.6000000000001,0,1,0,0,0,0,1,0,4
12770,1351.45,1,1351.45,0,0,1,0,0,0,1,0,4
12772,892.4700000000004,1,892.4700000000004,0,1,0,0,0,0,1,0,4
12775,179.65000000000003,1,179.65000000000003,0,1,0,0,0,0,1,0,4
12778,134.48000000000002,1,134.48000000000002,1,0,0,0,0,0,1,0,4
12779,248.16,1,248.16,1,0,0,0,0,0,1,0,4
12781,513.5,1,513.5,1,0,0,0,0,0,1,0,4
12782,405.90000000000003,2,202.95,0,0,1,0,0,0,1,0,4
12783,981.0299999999999,2,490.515,0,1,0,0,0,0,1,0,4
12784,574.42,2,287.21,0,1,0,0,0,0,1,0,4
12785,311.95,1,311.95,1,0,0,0,0,0,1,0,4
12787,158.1,1,158.1,0,1,0,0,0,0,1,0,4
12789,91.85000000000001,1,91.85000000000001,0,0,1,0,0,0,1,0,4
12790,324.9200000000001,1,324.9200000000001,0,1,0,0,0,0,1,0,4
12791,192.6,1,192.6,0,0,0,1,0,0,1,0,4
12792,400.54,1,400.54,1,0,0,0,0,0,1,0,4
12793,131.8,1,131.8,0,0,1,0,0,0,1,0,4
12794,316.99999999999994,1,316.99999999999994,0,0,1,0,0,0,1,0,4
12795,430.4800000000001,1,430.4800000000001,0,1,0,0,0,0,1,0,4
12797,194.18000000000004,1,194.18000000000004,0,1,0,0,0,0,1,0,4
12798,1607.0399999999997,1,1607.0399999999997,0,0,1,0,0,0,1,0,4
12802,412.58,1,412.58,0,0,1,0,0,0,1,0,4
12808,129.4,1,129.4,0,1,0,0,0,0,1,0,4
12809,484.36,2,242.18,0,1,0,0,0,0,1,0,4
12811,240.25,1,240.25,0,1,0,0,0,0,1,0,4
12812,229.63999999999993,1,229.63999999999993,0,0,1,0,0,0,1,0,4
12814,125.92,1,125.92,0,0,0,1,0,0,1,0,4
12815,615.3599999999999,1,615.3599999999999,0,1,0,0,0,0,1,0,4
12816,318.65000000000003,1,318.65000000000003,0,0,1,0,0,0,1,0,4
12817,166.04,1,166.04,0,1,0,0,0,0,1,0,4
12818,1542.08,1,1542.08,0,0,1,0,0,0,1,0,4
12820,170.46,1,170.46,0,0,1,0,0,0,1,0,4
12821,92.72,1,92.72,0,1,0,0,0,0,0,1,3
12822,918.9799999999999,2,459.4899999999999,1,0,0,0,0,0,0,1,3
12823,535.5,2,267.75,1,0,0,0,0,0,0,1,3
12824,397.1199999999999,1,397.1199999999999,0,0,1,0,0,0,0,1,1
12826,155.0,1,155.0,1,0,0,0,0,0,0,1,3
12827,318.69999999999993,2,159.35,0,1,0,0,0,0,0,1,3
12828,338.19999999999993,2,169.1,0,1,0,0,0,0,0,1,1
12829,85.75,1,85.75,1,0,0,0,0,0,0,1,1
12830,2869.76,2,1434.88,1,0,0,0,0,0,0,1,1
12831,215.05,1,215.05,0,0,1,0,0,0,0,1,1
12832,267.8,1,267.8,0,0,1,0,0,0,0,1,1
12833,417.37999999999994,1,417.37999999999994,0,1,0,0,0,0,0,1,3
12834,312.37999999999994,1,312.37999999999994,1,0,0,0,0,0,0,1,0
12836,846.69,1,846.69,0,1,0,0,0,0,0,1,1
12837,134.1,1,134.1,0,1,0,0,0,0,0,1,3
12838,390.78999999999985,1,390.78999999999985,0,1,0,0,0,0,0,1,3
12839,737.45,2,368.725,0,0,1,0,0,0,0,1,3
12840,1565.4699999999991,4,391.36749999999995,0,0,1,0,0,0,0,1,0
12841,505.9900000000001,2,252.99500000000006,1,0,0,0,0,0,0,1,0
12842,310.73,1,310.73,0,0,1,0,0,0,0,1,3
12843,93.4,1,93.4,0,1,0,0,0,0,0,1,3
12844,174.88000000000002,1,174.88000000000002,0,0,1,0,0,0,0,1,1
